,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,STREET,Lat,Long,Location
107908,D4,170,0,2024-10-07 06:54:00+00,2024,10,Monday   ,6,WASHINGTON ST,42.33674970032857,-71.07662841437093,"(42.33674970032857, -71.07662841437093)"
107913,A15,58,0,2024-09-11 08:18:00+00,2024,9,Wednesday,8,AUSTIN ST,42.37479403548097,-71.06600913663767,"(42.37479403548097, -71.06600913663767)"
107914,D4,134,0,2024-09-11 14:10:00+00,2024,9,Wednesday,14,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
107950,E5,550,0,2024-10-06 15:54:00+00,2024,10,Sunday   ,15,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
108011,B2,287,0,2024-10-08 17:22:00+00,2024,10,Tuesday  ,17,WASHINGTON ST,42.33066260610186,-71.08317797548352,"(42.33066260610186, -71.08317797548352)"
108015,E5,550,0,2024-10-08 19:40:00+00,2024,10,Tuesday  ,19,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
108020,D4,134,0,2024-05-14 11:04:00+00,2024,5,Tuesday  ,11,NEWBURY ST,42.351761332162205,-71.07452217168813,"(42.351761332162205, -71.07452217168813)"
108041,A1,94,0,2024-04-29 14:00:00+00,2024,4,Monday   ,14,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
108049,D4,146,0,2024-05-16 11:19:00+00,2024,5,Thursday ,11,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
108102,A1,118,0,2024-09-12 12:53:00+00,2024,9,Thursday ,12,STUART ST,42.350867504527606,-71.06721420053205,"(42.350867504527606, -71.06721420053205)"
108108,A1,72,0,2024-09-12 11:34:00+00,2024,9,Thursday ,11,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
108178,D4,138,0,2024-06-14 16:36:00+00,2024,6,Friday   ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
108210,A7,26,0,2024-05-10 17:49:00+00,2024,5,Friday   ,17,BORDER ST,42.37620216335869,-71.03979962591616,"(42.376202163358684, -71.03979962591616)"
108243,E13,304,0,2024-05-08 12:56:00+00,2024,5,Wednesday,12,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
108259,D4,138,0,2024-04-13 19:18:00+00,2024,4,Saturday ,19,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
108274,D4,138,0,2024-08-25 16:30:00+00,2024,8,Sunday   ,16,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
108306,E13,634,0,2024-04-25 17:59:00+00,2024,4,Thursday ,17,CENTRE ST,42.321273893826735,-71.11030533649698,"(42.321273893826735, -71.11030533649698)"
108316,D4,141,0,2024-04-14 13:12:00+00,2024,4,Sunday   ,13,MASSACHUSETTS AVE,42.3486739367189,-71.08841919710443,"(42.3486739367189, -71.08841919710443)"
108319,D4,627,0,2024-04-12 18:52:00+00,2024,4,Friday   ,18,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
108339,E13,581,0,2024-09-12 17:23:00+00,2024,9,Thursday ,17,CENTRE ST,42.32284443353899,-71.1038483952638,"(42.32284443353899, -71.1038483952638)"
108369,D4,143,0,2024-10-05 18:30:00+00,2024,10,Saturday ,18,BOYLSTON ST,42.34932426228881,-71.08014852728094,"(42.34932426228881, -71.08014852728094)"
108380,E13,634,0,2024-04-24 12:04:00+00,2024,4,Wednesday,12,CENTRE ST,42.321273893826735,-71.11030533649698,"(42.321273893826735, -71.11030533649698)"
108387,D14,763,0,2024-05-26 08:27:00+00,2024,5,Sunday   ,8,WASHINGTON ST,42.3491004057814,-71.15612458962403,"(42.3491004057814, -71.15612458962403)"
108391,D4,134,0,2024-05-26 16:31:00+00,2024,5,Sunday   ,16,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
108432,B2,280,0,2024-05-10 13:19:00+00,2024,5,Friday   ,13,DUDLEY ST,42.32863127235165,-71.08309955493495,"(42.32863127235165, -71.08309955493495)"
108459,C6,186,0,2024-05-08 21:00:00+00,2024,5,Wednesday,21,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
108469,A1,118,0,2024-04-27 21:44:00+00,2024,4,Saturday ,21,STUART ST,42.350867504527606,-71.06721420053205,"(42.350867504527606, -71.06721420053205)"
108484,E13,634,0,2024-04-26 13:57:00+00,2024,4,Friday   ,13,CENTRE ST,42.321273893826735,-71.11030533649698,"(42.321273893826735, -71.11030533649698)"
108494,D4,134,0,2024-04-27 11:52:00+00,2024,4,Saturday ,11,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
108499,B2,329,0,2024-06-05 00:00:00+00,2024,6,Wednesday,0,BLUE HILL AVENUE,,,
108503,A1,112,0,2024-05-08 11:45:00+00,2024,5,Wednesday,11,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
108680,E18,520,0,2023-07-26 07:40:00+00,2023,7,Wednesday,7,HYDE PARK AVE,42.25965637830379,-71.12319746465579,"(42.25965637830379, -71.12319746465579)"
108691,D14,798,0,2023-07-26 16:17:00+00,2023,7,Wednesday,16,COMMONWEALTH AVE,42.351991631415714,-71.12223401105423,"(42.351991631415714, -71.12223401105423)"
108773,A1,65,0,2024-09-17 09:00:00+00,2024,9,Tuesday  ,9,CAMBRIDGE ST,42.36122277336774,-71.06593280336476,"(42.36122277336774, -71.06593280336476)"
108824,D4,134,0,2024-04-29 18:56:00+00,2024,4,Monday   ,18,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
108869,A1,72,0,2024-06-04 16:11:00+00,2024,6,Tuesday  ,16,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
108899,D4,627,0,2024-05-26 16:06:00+00,2024,5,Sunday   ,16,BOYLSTON ST,42.34361298148049,-71.10130333803473,"(42.34361298148049, -71.10130333803473)"
108912,A1,112,0,2024-05-26 16:17:00+00,2024,5,Sunday   ,16,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
108960,E5,562,0,2024-05-08 20:53:00+00,2024,5,Wednesday,20,WASHINGTON ST,42.28788894494422,-71.12658660943728,"(42.28788894494422, -71.12658660943728)"
108978,C11,248,0,2024-04-19 15:48:00+00,2024,4,Friday   ,15,DORCHESTER AVE,42.31322365348008,-71.0571533161321,"(42.31322365348008, -71.0571533161321)"
108988,E13,645,0,2024-05-12 21:30:00+00,2024,5,Sunday   ,21,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
108991,A1,104,0,2024-05-25 15:32:00+00,2024,5,Saturday ,15,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
109033,D4,146,0,2024-05-31 18:44:00+00,2024,5,Friday   ,18,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
109059,C11,356,0,2024-08-26 08:49:00+00,2024,8,Monday   ,8,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
109096,D4,143,0,2024-04-26 10:03:00+00,2024,4,Friday   ,10,HUNTINGTON AVE,42.34749853876142,-71.07925557290004,"(42.34749853876142, -71.07925557290004)"
109104,D4,143,0,2024-09-08 16:54:00+00,2024,9,Sunday   ,16,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
109125,E5,691,0,2024-04-25 15:12:00+00,2024,4,Thursday ,15,CENTRE ST,42.28709320338153,-71.14822209118665,"(42.28709320338153, -71.14822209118665)"
109131,C11,351,0,2024-04-26 22:04:00+00,2024,4,Friday   ,22,DORCHESTER AVE,42.300279810264016,-71.0601531936384,"(42.300279810264016, -71.0601531936384)"
109145,E18,525,0,2024-04-26 08:55:00+00,2024,4,Friday   ,8,TRUMAN PKWY,42.24124892522304,-71.12629992589298,"(42.24124892522304, -71.12629992589298)"
109149,C11,248,0,2024-06-12 14:43:00+00,2024,6,Wednesday,14,DORCHESTER AVE,42.31322365348008,-71.0571533161321,"(42.31322365348008, -71.0571533161321)"
109172,B2,603,0,2024-04-07 15:03:00+00,2024,4,Sunday   ,15,TREMONT ST,42.33380641504081,-71.10377903286623,"(42.33380641504081, -71.10377903286623)"
109174,E5,712,0,2024-04-07 10:37:00+00,2024,4,Sunday   ,10,WASHINGTON ST,42.26204882731077,-71.1563590605988,"(42.26204882731077, -71.1563590605988)"
109175,B2,329,0,2024-04-07 19:54:00+00,2024,4,Sunday   ,19,BLUE HILL AVE,42.30896955017733,-71.0828489974911,"(42.30896955017733, -71.0828489974911)"
109215,D4,149,0,2024-04-10 12:49:00+00,2024,4,Wednesday,12,COLUMBUS AVE,42.34657451078757,-71.07438700493236,"(42.34657451078757, -71.07438700493236)"
109241,C11,248,0,2024-04-09 20:38:00+00,2024,4,Tuesday  ,20,DORCHESTER AVE,42.31322365348008,-71.0571533161321,"(42.31322365348008, -71.0571533161321)"
109259,E5,562,0,2024-04-09 10:39:00+00,2024,4,Tuesday  ,10,WASHINGTON ST,42.28788894494422,-71.12658660943728,"(42.28788894494422, -71.12658660943728)"
109320,E13,,0,2023-04-03 22:24:00+00,2023,4,Monday   ,22,CENTRE ST,42.31929302937416,-71.11178301261882,"(42.31929302937416, -71.11178301261882)"
109373,C6,206,0,2024-09-17 16:20:00+00,2024,9,Tuesday  ,16,SEAPORT BLVD,42.35275567415722,-71.04748170860296,"(42.35275567415722, -71.04748170860296)"
109383,E13,645,0,2024-09-17 18:36:00+00,2024,9,Tuesday  ,18,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
109413,D4,138,0,2024-05-19 15:52:00+00,2024,5,Sunday   ,15,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
109414,C11,356,0,2024-05-19 21:00:00+00,2024,5,Sunday   ,21,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
109416,A7,26,0,2024-05-19 17:19:00+00,2024,5,Sunday   ,17,BORDER ST,42.37382704784248,-71.04052495666849,"(42.373827047842475, -71.04052495666849)"
109473,C6,200,0,2023-04-11 07:30:00+00,2023,4,Tuesday  ,7,W BROADWAY,42.342341446623976,-71.05633323226589,"(42.342341446623976, -71.05633323226589)"
109481,D4,,0,2023-04-11 11:30:00+00,2023,4,Tuesday  ,11,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
109488,E13,,0,2023-04-11 09:26:00+00,2023,4,Tuesday  ,9,COLUMBUS AVE,42.31771491906661,-71.09823111482771,"(42.31771491906661, -71.09823111482771)"
109501,D4,627,0,2024-05-07 14:54:00+00,2024,5,Tuesday  ,14,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
109507,C11,452,0,2024-05-07 12:21:00+00,2024,5,Tuesday  ,12,WASHINGTON ST,42.29569634200888,-71.07214116564936,"(42.295696342008874, -71.07214116564936)"
109525,D14,803,0,2024-05-02 14:11:00+00,2024,5,Thursday ,14,CAMBRIDGE ST,42.35393454703682,-71.13652657631967,"(42.35393454703682, -71.13652657631967)"
109585,C6,200,0,2024-06-04 21:20:00+00,2024,6,Tuesday  ,21,W BROADWAY,42.34128702104515,-71.05467980204799,"(42.34128702104515, -71.05467980204799)"
109686,D4,,0,2023-04-11 11:04:00+00,2023,4,Tuesday  ,11,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
109695,C6,,0,2023-04-11 12:12:00+00,2023,4,Tuesday  ,12,DORCHESTER AVE,42.33013963870535,-71.05695837687699,"(42.33013963870535, -71.05695837687699)"
109706,E13,,0,2023-07-26 17:51:00+00,2023,7,Wednesday,17,CENTRE ST,42.31193362800709,-71.1142915774298,"(42.31193362800709, -71.1142915774298)"
109718,E18,,0,2023-07-26 17:18:00+00,2023,7,Wednesday,17,HYDE PARK AVE,42.285951591808896,-71.11880348797358,"(42.285951591808896, -71.11880348797358)"
109725,A7,,0,2023-07-25 20:22:00+00,2023,7,Tuesday  ,20,BORDER ST,42.37382704784248,-71.04052495666849,"(42.373827047842475, -71.04052495666849)"
109745,C6,186,0,2024-05-28 13:34:00+00,2024,5,Tuesday  ,13,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
109782,D4,627,0,2024-06-11 16:16:00+00,2024,6,Tuesday  ,16,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
109802,A1,105,0,2024-04-06 14:13:00+00,2024,4,Saturday ,14,WASHINGTON ST,42.35591887106224,-71.0600058446897,"(42.35591887106224, -71.0600058446897)"
109805,C11,355,0,2024-04-04 11:06:00+00,2024,4,Thursday ,11,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
109824,D4,166,0,2024-05-18 16:36:00+00,2024,5,Saturday ,16,WASHINGTON ST,42.34108889543745,-71.07020620490366,"(42.34108889543745, -71.07020620490366)"
109895,D4,,0,2023-07-26 17:49:00+00,2023,7,Wednesday,17,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
109911,A1,,0,2023-07-25 23:44:00+00,2023,7,Tuesday  ,23,PARK PLZ,42.35162742682775,-71.06866458095081,"(42.35162742682775, -71.06866458095081)"
109912,C11,334,0,2023-07-24 13:55:00+00,2023,7,Monday   ,13,HANCOCK ST,42.312520079716094,-71.06435022142918,"(42.312520079716094, -71.06435022142918)"
109937,A1,94,0,2024-05-17 16:35:00+00,2024,5,Friday   ,16,FANEUIL HALL MARKETPLACE,42.35997918764957,-71.05474177952242,"(42.359979187649564, -71.05474177952242)"
109944,D4,134,0,2024-05-18 14:50:00+00,2024,5,Saturday ,14,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
109959,A1,72,0,2024-05-16 12:30:00+00,2024,5,Thursday ,12,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
109984,D4,619,0,2024-05-15 12:40:00+00,2024,5,Wednesday,12,MASSACHUSETTS AVE,42.34439524224023,-71.08632070314752,"(42.34439524224023, -71.08632070314752)"
109987,A1,72,0,2024-05-15 12:33:00+00,2024,5,Wednesday,12,CAMBRIDGE ST,42.361096942433406,-71.0620612580421,"(42.361096942433406, -71.0620612580421)"
109991,E18,490,0,2024-05-15 20:14:00+00,2024,5,Wednesday,20,AMERICAN LEGION HWY,42.27412982229016,-71.11674693475842,"(42.274129822290156, -71.11674693475842)"
109999,C11,356,0,2024-03-24 16:04:00+00,2024,3,Sunday   ,16,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
110032,A1,112,0,2024-06-11 16:59:00+00,2024,6,Tuesday  ,16,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
110041,D4,627,0,2024-04-06 20:31:00+00,2024,4,Saturday ,20,BOYLSTON ST,42.34412585328354,-71.09942833974739,"(42.34412585328354, -71.09942833974739)"
110050,C11,450,0,2024-04-07 11:15:00+00,2024,4,Sunday   ,11,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
110054,C11,355,0,2024-03-23 01:32:00+00,2024,3,Saturday ,1,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
110058,C11,352,0,2024-04-07 21:20:00+00,2024,4,Sunday   ,21,ADAMS ST,42.302038542068864,-71.06009129138428,"(42.302038542068864, -71.06009129138428)"
110086,E5,,0,2023-07-26 20:00:00+00,2023,7,Wednesday,20,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
110087,C11,450,0,2023-07-26 08:56:00+00,2023,7,Wednesday,8,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
110106,C6,186,0,2024-06-15 10:28:00+00,2024,6,Saturday ,10,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
110117,A7,12,0,2024-06-01 00:00:00+00,2024,6,Saturday ,0,BENNINGTON ST,42.38588046482829,-71.00898217924154,"(42.38588046482829, -71.00898217924154)"
110118,A1,112,0,2024-06-01 17:19:00+00,2024,6,Saturday ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
110228,E5,728,0,2024-04-07 11:21:00+00,2024,4,Sunday   ,11,VFW PKWY,42.28059473010109,-71.17091611354324,"(42.28059473010109, -71.17091611354324)"
110234,A1,104,0,2024-04-13 12:24:00+00,2024,4,Saturday ,12,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
110264,C6,186,0,2024-05-15 20:33:00+00,2024,5,Wednesday,20,ALLSTATE RD,42.330155992175214,-71.06298655802257,"(42.330155992175214, -71.06298655802257)"
110292,D4,138,0,2024-05-23 12:31:00+00,2024,5,Thursday ,12,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
110309,D4,138,0,2024-05-19 11:23:00+00,2024,5,Sunday   ,11,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
110350,D4,168,0,2024-04-13 17:54:00+00,2024,4,Saturday ,17,WASHINGTON ST,42.33816340852764,-71.07461269356651,"(42.338163408527635, -71.07461269356651)"
110356,E5,728,0,2024-04-13 15:44:00+00,2024,4,Saturday ,15,VFW PKWY,42.28059473010109,-71.17091611354324,"(42.28059473010109, -71.17091611354324)"
110359,C11,356,0,2024-03-01 14:50:00+00,2024,3,Friday   ,14,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
110361,D4,134,0,2024-04-14 17:33:00+00,2024,4,Sunday   ,17,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
110439,A1,112,0,2024-05-17 11:53:00+00,2024,5,Friday   ,11,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
110463,B3,440,0,2024-04-05 11:23:00+00,2024,4,Friday   ,11,TALBOT AVE,42.29453910732405,-71.08669955198306,"(42.29453910732405, -71.08669955198306)"
110477,D4,,0,2023-07-28 11:40:00+00,2023,7,Friday   ,11,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
110495,D4,138,0,2024-05-28 11:58:00+00,2024,5,Tuesday  ,11,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
110561,D4,138,0,2024-04-13 15:41:00+00,2024,4,Saturday ,15,NEWBURY ST,42.34999687778176,-71.08103491858215,"(42.34999687778176, -71.08103491858215)"
110583,E5,,0,2023-08-04 15:49:00+00,2023,8,Friday   ,15,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
110635,A1,104,0,2024-04-22 15:48:00+00,2024,4,Monday   ,15,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
110667,D4,,0,2023-08-04 13:20:00+00,2023,8,Friday   ,13,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
110680,E18,490,0,2024-04-23 18:53:00+00,2024,4,Tuesday  ,18,AMERICAN LEGION HWY,42.27412982229016,-71.11674693475842,"(42.274129822290156, -71.11674693475842)"
110705,B3,430,0,2024-04-04 20:06:00+00,2024,4,Thursday ,20,BLUE HILL AVE,42.28611445904057,-71.09071511158864,"(42.28611445904057, -71.09071511158864)"
110745,D4,,0,2024-04-03 17:30:00+00,2024,4,Wednesday,17,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
110789,A1,104,0,2024-04-14 10:17:00+00,2024,4,Sunday   ,10,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
110796,B2,,0,2023-07-25 09:17:00+00,2023,7,Tuesday  ,9,BLUE HILL AVE,42.30896955017733,-71.0828489974911,"(42.30896955017733, -71.0828489974911)"
110819,C11,356,0,2024-02-23 12:59:00+00,2024,2,Friday   ,12,GENEVA AVE,42.29848819292919,-71.06313353185703,"(42.29848819292919, -71.06313353185703)"
110821,D4,143,0,2024-04-12 12:29:00+00,2024,4,Friday   ,12,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
110829,A1,112,0,2024-04-13 16:42:00+00,2024,4,Saturday ,16,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
110882,A1,112,0,2024-04-13 17:30:00+00,2024,4,Saturday ,17,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
110891,A1,104,0,2024-04-14 18:53:00+00,2024,4,Sunday   ,18,WASHINGTON ST,42.35648582614597,-71.05928190137298,"(42.35648582614597, -71.05928190137298)"
110898,E5,550,0,2023-07-25 16:05:00+00,2023,7,Tuesday  ,16,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
110899,D4,,0,2023-07-24 13:34:00+00,2023,7,Monday   ,13,HUNTINGTON AVE,42.34730934597846,-71.07915218290486,"(42.34730934597846, -71.07915218290486)"
110909,D4,141,0,2023-07-25 12:00:00+00,2023,7,Tuesday  ,12,NEWBURY ST,42.34840532084056,-71.08688391940139,"(42.34840532084056, -71.08688391940139)"
110913,C11,,0,2023-07-25 22:02:00+00,2023,7,Tuesday  ,22,DORCHESTER AVE,42.27357674474239,-71.0677049586352,"(42.27357674474239, -71.0677049586352)"
110920,A1,,0,2023-07-25 17:01:00+00,2023,7,Tuesday  ,17,WASHINGTON ST,42.352729000406285,-71.062563376214,"(42.352729000406285, -71.062563376214)"
110953,E5,550,0,2024-08-27 16:54:00+00,2024,8,Tuesday  ,16,WASHINGTON ST,42.27581763291564,-71.13991340648704,"(42.27581763291564, -71.13991340648704)"
110974,D4,134,0,2024-04-11 15:52:00+00,2024,4,Thursday ,15,BOYLSTON ST,42.35095862933817,-71.07412829839986,"(42.35095862933817, -71.07412829839986)"
110983,C11,355,0,2024-04-10 14:49:00+00,2024,4,Wednesday,14,GIBSON ST,42.297554856340426,-71.05970968687002,"(42.297554856340426, -71.05970968687002)"
111006,D4,,0,2023-07-23 12:11:00+00,2023,7,Sunday   ,12,BOYLSTON ST,42.34862336851335,-71.08277689315231,"(42.34862336851335, -71.08277689315231)"
111013,A1,112,0,2023-07-23 11:53:00+00,2023,7,Sunday   ,11,WASHINGTON ST,42.35512291409929,-71.06088025712485,"(42.35512291409929, -71.06088025712485)"
111016,A1,,0,2023-07-23 11:45:00+00,2023,7,Sunday   ,11,FANEUIL HALL SQ,42.36020415310621,-71.05620859793551,"(42.36020415310621, -71.05620859793551)"
111017,C11,450,0,2024-04-11 11:00:00+00,2024,4,Thursday ,11,WASHINGTON ST,42.29131567176308,-71.07170355337006,"(42.29131567176308, -71.07170355337006)"
111028,C6,186,0,2024-04-11 21:20:00+00,2024,4,Thursday ,21,ALLSTATE RD,42.326965998839725,-71.06198658978266,"(42.326965998839725, -71.06198658978266)"
